0.0,20.0
1.55,20.0
3.1,20.0
4.65,20.0
6.2,20.0
7.75,20.0
9.3,20.0
10.85,20.0
12.4,20.0
13.950000000000001,20.0
15.5,20.0
17.05,20.0
18.6,20.0
20.150000000000002,20.0
21.7,20.0
23.25,20.0
24.8,20.0
26.35,20.0
27.900000000000002,20.0
29.45,20.0
31.0,20.0
32.550000000000004,20.0
34.1,20.0
35.65,20.0
37.2,20.0
38.75,20.0
40.300000000000004,20.149646006707243
41.85,20.922817041361323
43.4,21.6959880760154
44.95,22.469159110669484
46.5,23.24233014532356
48.050000000000004,24.015501179977644
49.6,24.788672214631724
51.15,25.5618432492858
52.7,26.335014283939884
54.25,27.10818531859396
55.800000000000004,27.881356353248044
57.35,28.65452738790212
58.9,29.4276984225562
60.45,30.200869457210285
62.0,30.974040491864365
63.550000000000004,31.747211526518445
65.10000000000001,32.520382561172525
66.65,33.29355359582661
68.2,34.066724630480685
69.75,34.83989566513476
71.3,35.613066699788845
72.85000000000001,36.38623773444293
74.4,37.159408769097006
75.95,37.93257980375108
77.5,38.705750838405166
79.05,39.47892187305924
80.60000000000001,40.25209290771333
82.15,41.0252639423674
83.7,41.798434977021486
85.25,42.57160601167556
86.8,43.34477704632964
88.35000000000001,44.11794808098373
89.9,44.89111911563781
91.45,45.66429015029189
93.0,46.43746118494596
94.55,47.21063221960004
96.10000000000001,47.98380325425413
97.65,48.75697428890821
99.2,49.53014532356229
100.75,50.303316358216364
102.3,51.07648739287045
103.85000000000001,51.84965842752453
105.4,52.62282946217861
106.95,53.396000496832684
108.5,54.16917153148677
110.05,54.942342566140844
111.60000000000001,55.71551360079493
113.15,56.48868463544901
114.7,57.26185567010309
116.25,58.035026704757165
117.8,58.80819773941124
119.35000000000001,59.58136877406533
120.9,60.16
122.45,60.16
124.0,60.16
125.55,60.16
127.10000000000001,60.16
128.65,60.16
130.20000000000002,60.16
131.75,60.16
133.3,60.16
134.85,60.16
136.4,60.16
137.95000000000002,60.16
139.5,60.16
141.05,60.16
142.6,60.16
144.15,60.16
145.70000000000002,60.16
147.25,60.16
148.8,60.16
150.35,60.16
151.9,60.16
153.45000000000002,60.16
155.0,nan
